Subject,DriveID,ROI,lane deviation,lane mean,lane exits
3,[3],10,0.017080342740654723,-0.38208805154639175,0
4,[1],10,0.06246460337687111,-0.37130324398625425,0
4,[2],10,0.06372652061774088,-0.21759050184501846,0
4,[3],10,0.06534108056292716,-0.6523638398576512,0
5,[1],10,,,0
5,[2],10,0.2218120609206824,-0.2896318859315589,0
5,[3],10,0.4639066432649589,-0.8815309020408163,0
6,[1],10,0.23411250758676574,-0.38999202564102564,0
6,[2],10,0.03266228194756294,-0.2374177317073171,0
6,[345],10,0.047351050829954715,-0.6555175208333333,0
7,[1],10,0.04708402542992261,-0.3622897392857143,0
7,[2],10,0.022426252203679845,-0.2792181006944444,0
7,[3],10,0.040929700818502696,-0.1308042194244604,0
8,[2],10,0.03774535974848284,0.10533819587628866,0
